ALGORITHM, DISTANCE, TIME
FootRule+, 6.5086, 0.00000
FootRule+_Local-Search, 6.5034, 0.00000
FootRule+_Chanas, 6.5078, 0.00000
RandomSort, 6.5512, 15.62500
RandomSort_Local-Search, 6.5034, 31.25000
RandomSort_Chanas, 6.5232, 31.25000
Borda+, 6.548, 0.00000
Borda+_Local-Search, 6.5034, 15.62500
Borda+_Chanas, 6.5188, 0.00000
Score-Then-Borda+, 6.548, 0.00000
Score-Then-Borda+_Local-Search, 6.5034, 15.62500
Score-Then-Borda+_Chanas, 6.5188, 15.62500
Relaxed-Linear-Program, 6.5034, 125.00000
Relaxed-Linear-Program_Local-Search, 6.5034, 140.62500
Relaxed-Linear-Program_Chanas, 6.5034, 140.62500
Local-Search, 6.5034, 15.62500
Local-Search_Chanas, 6.5034, 15.62500
Chanas, 6.506, 0.00000
Chanas_Local-Search, 6.5034, 0.00000
Copeland, 6.772, 0.00000
Copeland_Local-Search, 6.5034, 15.62500
Copeland_Chanas, 6.5036, 15.62500
QS-Rand, 6.7402, 15.62500
QS-Rand_Local-Search, 6.5034, 31.25000
QS-Rand_Chanas, 6.5354, 31.25000
QS-Det, 6.6552, 15.62500
QS-Det_Local-Search, 6.5034, 31.25000
QS-Det_Chanas, 6.543, 15.62500
IS, 6.7678, 0.00000
IS_Local-Search, 6.5034, 0.00000
IS_Chanas, 6.5078, 15.62500
Opt, 6.5034, 125.00000
