ALGORITHM, DISTANCE, TIME
FootRule+, 19.562, 0.00000
FootRule+_Chanas, 19.336, 15.62500
FootRule+_Local-Search, 19.254, 15.62500
RandomSort, 20.838, 31.25000
RandomSort_Chanas, 19.65, 46.87500
RandomSort_Local-Search, 19.254, 46.87500
Borda+, 19.64, 15.62500
Borda+_Chanas, 19.44, 31.25000
Borda+_Local-Search, 19.254, 31.25000
Score-Then-Borda+, 19.64, 15.62500
Score-Then-Borda+_Chanas, 19.44, 31.25000
Score-Then-Borda+_Local-Search, 19.254, 31.25000
Relaxed-Linear-Program, 19.254, 125.00000
Relaxed-Linear-Program_Chanas, 19.254, 140.62500
Relaxed-Linear-Program_Local-Search, 19.254, 140.62500
Local-Search, 19.254, 15.62500
Local-Search_Chanas, 19.254, 31.25000
Chanas, 19.398, 15.62500
Chanas_Local-Search, 19.254, 31.25000
Copeland, 21.974, 15.62500
Copeland_Chanas, 19.418, 31.25000
Copeland_Local-Search, 19.254, 31.25000
QS-Rand, 21.792, 15.62500
QS-Rand_Chanas, 19.342, 31.25000
QS-Rand_Local-Search, 19.254, 31.25000
QS-Det, 21.56, 0.00000
QS-Det_Chanas, 19.542, 15.62500
QS-Det_Local-Search, 19.254, 15.62500
IS, 21.972, 15.62500
IS_Chanas, 19.42, 31.25000
IS_Local-Search, 19.254, 31.25000
Opt, 19.254, 125.00000
