ALGORITHM, DISTANCE, TIME
FootRule+, 6.042, 0.00000
FootRule+_Local-Search, 6.016, 0.00000
FootRule+_Chanas, 6.022, 0.00000
RandomSort, 6.082, 0.00000
RandomSort_Local-Search, 6.016, 0.00000
RandomSort_Chanas, 6.034, 0.00000
Borda+, 6.268, 0.00000
Borda+_Local-Search, 6.016, 0.00000
Borda+_Chanas, 6.058, 0.00000
Score-Then-Borda+, 6.268, 0.00000
Score-Then-Borda+_Local-Search, 6.016, 0.00000
Score-Then-Borda+_Chanas, 6.058, 0.00000
Relaxed-Linear-Program, 6.016, 125.00000
Relaxed-Linear-Program_Local-Search, 6.016, 125.00000
Relaxed-Linear-Program_Chanas, 6.016, 125.00000
Local-Search, 6.016, 0.00000
Local-Search_Chanas, 6.016, 0.00000
Chanas, 6.064, 0.00000
Chanas_Local-Search, 6.016, 0.00000
Copeland, 6.802, 0.00000
Copeland_Local-Search, 6.016, 0.00000
Copeland_Chanas, 6.016, 0.00000
QS-Rand, 6.746, 0.00000
QS-Rand_Local-Search, 6.016, 15.62500
QS-Rand_Chanas, 6.068, 15.62500
QS-Det, 6.628, 0.00000
QS-Det_Local-Search, 6.016, 15.62500
QS-Det_Chanas, 6.068, 0.00000
IS, 6.794, 0.00000
IS_Local-Search, 6.016, 0.00000
IS_Chanas, 6.024, 0.00000
Opt, 6.016, 109.37500
