ALGORITHM, DISTANCE, TIME
FootRule+, 44.598, 31.25000
FootRule+_Local-Search, 44.474, 390.62500
FootRule+_Chanas, 44.484, 156.25000
RandomSort, 50.672, 31.25000
RandomSort_Local-Search, 44.474, 390.62500
RandomSort_Chanas, 48.204, 140.62500
Borda+, 70.188, 0.00000
Borda+_Local-Search, 44.474, 484.37500
Borda+_Chanas, 55.954, 109.37500
Score-Then-Borda+, 46.648, 15.62500
Score-Then-Borda+_Local-Search, 44.474, 437.50000
Score-Then-Borda+_Chanas, 45.956, 140.62500
Relaxed-Linear-Program, 44.474, 19078.12500
Relaxed-Linear-Program_Local-Search, 44.474, 19187.50000
Relaxed-Linear-Program_Chanas, 44.474, 19218.75000
Local-Search, 44.474, 593.75000
Local-Search_Chanas, 44.474, 718.75000
Chanas, 54.072, 93.75000
Chanas_Local-Search, 44.474, 500.00000
Copeland, 190.136, 78.12500
Copeland_Local-Search, 44.474, 593.75000
Copeland_Chanas, 44.552, 156.25000
QS-Rand, 155.922, 62.50000
QS-Rand_Local-Search, 44.474, 593.75000
QS-Rand_Chanas, 63.07, 171.87500
QS-Det, 79.29, 93.75000
QS-Det_Local-Search, 44.474, 671.87500
QS-Det_Chanas, 64.86, 203.12500
IS, 190.204, 78.12500
IS_Local-Search, 44.474, 671.87500
IS_Chanas, 44.484, 156.25000
Opt, 44.474, 16718.75000
