ALGORITHM, DISTANCE, TIME
FootRule+, 24.82, 15.62500
FootRule+_Chanas, 24.6, 31.25000
FootRule+_Local-Search, 24.52, 62.50000
RandomSort, 30.72, 0.00000
RandomSort_Chanas, 27.74, 15.62500
RandomSort_Local-Search, 24.52, 78.12500
Borda+, 37.38, 0.00000
Borda+_Chanas, 29.24, 15.62500
Borda+_Local-Search, 24.52, 62.50000
Score-Then-Borda+, 27.06, 0.00000
Score-Then-Borda+_Chanas, 26.14, 15.62500
Score-Then-Borda+_Local-Search, 24.56, 62.50000
Relaxed-Linear-Program, 24.52, 3531.25000
Relaxed-Linear-Program_Chanas, 24.52, 3546.87500
Relaxed-Linear-Program_Local-Search, 24.52, 3546.87500
Local-Search, 24.56, 93.75000
Local-Search_Chanas, 24.56, 125.00000
Chanas, 31.2, 15.62500
Chanas_Local-Search, 24.52, 93.75000
Copeland, 75.66, 0.00000
Copeland_Chanas, 24.86, 15.62500
Copeland_Local-Search, 24.52, 125.00000
QS-Rand, 64.34, 0.00000
QS-Rand_Chanas, 30.92, 15.62500
QS-Rand_Local-Search, 24.52, 93.75000
QS-Det, 63.84, 0.00000
QS-Det_Chanas, 30.88, 0.00000
QS-Det_Local-Search, 24.56, 93.75000
IS, 75.78, 15.62500
IS_Chanas, 24.74, 31.25000
IS_Local-Search, 24.52, 109.37500
Opt, 24.52, 3468.75000
