ALGORITHM, DISTANCE, TIME
FootRule+, 95.342, 31.25000
FootRule+_Local-Search, 94.992, 328.12500
FootRule+_Chanas, 95.148, 171.87500
RandomSort, 107.04, 31.25000
RandomSort_Local-Search, 94.988, 453.12500
RandomSort_Chanas, 98.778, 140.62500
Borda+, 107.404, 0.00000
Borda+_Local-Search, 94.994, 484.37500
Borda+_Chanas, 98.534, 109.37500
Score-Then-Borda+, 99.428, 15.62500
Score-Then-Borda+_Local-Search, 94.986, 500.00000
Score-Then-Borda+_Chanas, 96.85, 140.62500
Relaxed-Linear-Program, 94.986, 18984.37500
Relaxed-Linear-Program_Local-Search, 94.986, 19093.75000
Relaxed-Linear-Program_Chanas, 94.986, 19125.00000
Local-Search, 94.99, 468.75000
Local-Search_Chanas, 94.99, 609.37500
Chanas, 99.672, 93.75000
Chanas_Local-Search, 94.988, 562.50000
Copeland, 139.56, 78.12500
Copeland_Local-Search, 94.994, 609.37500
Copeland_Chanas, 95.128, 156.25000
QS-Rand, 132.156, 78.12500
QS-Rand_Local-Search, 94.994, 593.75000
QS-Rand_Chanas, 101.294, 171.87500
QS-Det, 127.498, 78.12500
QS-Det_Local-Search, 94.99, 593.75000
QS-Det_Chanas, 101.642, 156.25000
IS, 139.374, 62.50000
IS_Local-Search, 94.998, 546.87500
IS_Chanas, 95.314, 140.62500
Opt, 94.986, 16671.87500
