ALGORITHM, DISTANCE, TIME
FootRule+, 61.64, 31.25000
FootRule+_Local-Search, 60.52, 265.62500
FootRule+_Chanas, 60.88, 93.75000
RandomSort, 71.02, 15.62500
RandomSort_Local-Search, 60.56, 328.12500
RandomSort_Chanas, 65.66, 78.12500
Borda+, 78.26, 0.00000
Borda+_Local-Search, 60.52, 312.50000
Borda+_Chanas, 68.72, 46.87500
Score-Then-Borda+, 65.5, 0.00000
Score-Then-Borda+_Local-Search, 60.5, 296.87500
Score-Then-Borda+_Chanas, 63.56, 62.50000
Relaxed-Linear-Program, 60.5, 19046.87500
Relaxed-Linear-Program_Local-Search, 60.5, 19093.75000
Relaxed-Linear-Program_Chanas, 60.5, 19109.37500
Local-Search, 60.5, 468.75000
Local-Search_Chanas, 60.5, 546.87500
Chanas, 76.64, 31.25000
Chanas_Local-Search, 60.5, 328.12500
Copeland, 198.32, 15.62500
Copeland_Local-Search, 60.56, 484.37500
Copeland_Chanas, 61.06, 31.25000
QS-Rand, 183.48, 0.00000
QS-Rand_Local-Search, 60.5, 343.75000
QS-Rand_Chanas, 72.48, 15.62500
QS-Det, 172.54, 15.62500
QS-Det_Local-Search, 60.5, 484.37500
QS-Det_Chanas, 79.96, 31.25000
IS, 196.78, 0.00000
IS_Local-Search, 60.5, 343.75000
IS_Chanas, 62.6, 15.62500
Opt, 60.5, 16500.00000
