ALGORITHM, DISTANCE, TIME
FootRule+, 136.126, 15.62500
FootRule+_Local-Search, 134.806, 218.75000
FootRule+_Chanas, 135.144, 156.25000
RandomSort, 174.016, 15.62500
RandomSort_Local-Search, 134.716, 218.75000
RandomSort_Chanas, 144.76, 171.87500
Borda+, 135.534, 15.62500
Borda+_Local-Search, 134.716, 250.00000
Borda+_Chanas, 134.994, 171.87500
Score-Then-Borda+, 135.71, 15.62500
Score-Then-Borda+_Local-Search, 134.716, 203.12500
Score-Then-Borda+_Chanas, 135.104, 156.25000
Relaxed-Linear-Program, 134.666, 3718.75000
Relaxed-Linear-Program_Local-Search, 134.666, 3875.00000
Relaxed-Linear-Program_Chanas, 134.666, 3875.00000
Local-Search, 134.666, 281.25000
Local-Search_Chanas, 134.666, 437.50000
Chanas, 148.066, 140.62500
Chanas_Local-Search, 134.666, 343.75000
Copeland, 281.056, 140.62500
Copeland_Local-Search, 134.704, 390.62500
Copeland_Chanas, 135.514, 281.25000
QS-Rand, 255.438, 140.62500
QS-Rand_Local-Search, 134.716, 359.37500
QS-Rand_Chanas, 152.112, 281.25000
QS-Det, 272.454, 140.62500
QS-Det_Local-Search, 134.704, 343.75000
QS-Det_Chanas, 139.024, 281.25000
IS, 281.614, 140.62500
IS_Local-Search, 134.704, 375.00000
IS_Chanas, 134.956, 281.25000
Opt, 134.666, 3531.25000
