ALGORITHM, DISTANCE, TIME
FootRule+, 526.18, 62.50000
FootRule+_Chanas, 523.774, 546.87500
FootRule+_Local-Search, 515.41, 828.12500
RandomSort, 562.022, 31.25000
RandomSort_Chanas, 529.104, 484.37500
RandomSort_Local-Search, 515.368, 1031.25000
Borda+, 526.048, 46.87500
Borda+_Chanas, 523.086, 515.62500
Borda+_Local-Search, 515.13, 859.37500
Score-Then-Borda+, 526.048, 62.50000
Score-Then-Borda+_Chanas, 523.086, 546.87500
Score-Then-Borda+_Local-Search, 515.1, 937.50000
Relaxed-Linear-Program, 515.1, 19578.12500
Relaxed-Linear-Program_Chanas, 515.1, 20062.50000
Relaxed-Linear-Program_Local-Search, 515.1, 20140.62500
Local-Search, 515.284, 937.50000
Local-Search_Chanas, 515.282, 1421.87500
Chanas, 536.756, 562.50000
Chanas_Local-Search, 515.352, 1453.12500
Copeland, 667.566, 437.50000
Copeland_Chanas, 519.142, 875.00000
Copeland_Local-Search, 515.454, 1328.12500
QS-Rand, 639.472, 437.50000
QS-Rand_Chanas, 534.266, 859.37500
QS-Rand_Local-Search, 515.24, 1250.00000
QS-Det, 617.79, 437.50000
QS-Det_Chanas, 533.462, 875.00000
QS-Det_Local-Search, 515.654, 1312.50000
IS, 656.004, 421.87500
IS_Chanas, 524.944, 859.37500
IS_Local-Search, 515.564, 1234.37500
Opt, 515.1, 17156.25000
