ALGORITHM, DISTANCE, TIME
FootRule+, 12.547426152655774, 109.37500
FootRule+_Local-Search, 12.544262891993991, 828.12500
FootRule+_Chanas, 12.544262891993991, 781.25000
RandomSort, 13.406194529152064, 859.37500
RandomSort_Local-Search, 12.544262891993991, 1562.50000
RandomSort_Chanas, 12.609394201447362, 1546.87500
Borda+, 12.573756315142688, 203.12500
Borda+_Local-Search, 12.544262891993991, 890.62500
Borda+_Chanas, 12.562605252378134, 890.62500
Score-Then-Borda+, 12.573756315142688, 312.50000
Score-Then-Borda+_Local-Search, 12.544262891993991, 1000.00000
Score-Then-Borda+_Chanas, 12.562605252378134, 1000.00000
Relaxed-Linear-Program, 12.544262891993991, 875.00000
Relaxed-Linear-Program_Local-Search, 12.544262891993991, 1546.87500
Relaxed-Linear-Program_Chanas, 12.544262891993991, 1562.50000
Local-Search, 12.544262891993991, 687.50000
Local-Search_Chanas, 12.544262891993991, 1375.00000
Chanas, 13.790496563652086, 687.50000
Chanas_Local-Search, 12.544262891993991, 1375.00000
Copeland, 28.203677574985207, 687.50000
Copeland_Local-Search, 12.544262891993991, 1390.62500
Copeland_Chanas, 12.544262891993991, 1375.00000
QS-Rand, 26.390264439488416, 687.50000
QS-Rand_Local-Search, 12.544262891993991, 1375.00000
QS-Rand_Chanas, 12.773883755859996, 1375.00000
QS-Det, 25.34003914250603, 671.87500
QS-Det_Local-Search, 12.544262891993991, 1359.37500
QS-Det_Chanas, 13.278776569113832, 1359.37500
IS, 28.203677574985207, 671.87500
IS_Local-Search, 12.544262891993991, 1359.37500
IS_Chanas, 12.544262891993991, 1359.37500
Opt, 12.544262891993991, 859.37500
