ALGORITHM, DISTANCE, TIME
FootRule+, 575.515, 68.74525
Borda+, 603.80625, 34.28355
Score-Then-Borda+, 603.80625, 51.96633
RandomSort, 621.59125, 29.19100
Local-Search, 568.78375, 1510.24674
Linear-Programming-Relaxation, 568.76625, 5223.12783
Copeland, 753.375, 636.17721
OPTIMAL, 568.76625, 5202.25980
Chanas, 668.8775, 765.71776
QS RAND, 712.315, 660.68586
QS DET, 693.32625, 675.12246
IS, 748.91125, 661.46765
