ALGORITHM, DISTANCE, TIME
FootRule+, 264.64, 23.07211
Borda+, 289.92, 2.70663
Score-Then-Borda+, 271.74, 4.14121
RandomSort, 270.48, 1.92319
Local-Search, 253.18, 362.81605
Linear-Programming-Relaxation, 253.06, 1835.17844
Copeland, 630.38, 27.10660
OPTIMAL, 253.06, 1861.44164
Chanas, 438.24, 70.78547
QS RAND, 562.06, 27.82529
QS DET, 567.04, 29.32758
IS, 623.22, 28.66101
