ALGORITHM, DISTANCE, TIME
FootRule+, 14.62, 7.89725
Borda+, 14.0, 2.05921
Score-Then-Borda+, 14.0, 3.18899
RandomSort, 19.92, 2.02178
Local-Search, 14.0, 83.97896
Linear-Programming-Relaxation, 14.0, 529.27476
Copeland, 405.14, 12.76705
OPTIMAL, 14.0, 539.41678
Chanas, 159.5, 28.18710
QS RAND, 254.54, 13.52180
QS DET, 282.94, 15.23718
IS, 405.14, 13.25891
