ALGORITHM, DISTANCE, TIME
FootRule+, 13.69832402234637, 1.88641
Borda+, 14.074487895716945, 2.16608
Score-Then-Borda+, 14.074487895716945, 3.56350
RandomSort, 17.92737430167598, 13.32172
Local-Search, 13.68901303538175, 13.31410
Linear-Programming-Relaxation, 13.68901303538175, 48.22775
Copeland, 24.35754189944134, 8.56073
OPTIMAL, 13.68901303538175, 47.97502
