ALGORITHM, DISTANCE, TIME
FootRule+, 0.99, 0.24356
Borda+, 1.085, 0.25901
Score-Then-Borda+, 0.99, 0.44580
RandomSort, 0.99, 1.50648
Local-Search, 0.99, 0.68858
Linear-Programming-Relaxation, 0.99, 4.36849
Copeland, 5.24, 0.28718
OPTIMAL, 0.99, 4.05806
Chanas, 2.325, 0.55238
QS RAND, 4.115, 0.28220
QS DET, 2.31, 0.35522
IS, 5.24, 0.26436
