ALGORITHM, DISTANCE, TIME
FootRule+, 1.1082, 1.45475
Borda+, 1.9956, 1.39907
Score-Then-Borda+, 1.1082, 2.61394
RandomSort, 1.1154, 8.19548
Local-Search, 1.1082, 13.78621
Linear-Programming-Relaxation, 1.1082, 68.85371
Copeland, 24.5792, 6.63639
OPTIMAL, 1.1082, 55.99090
Chanas, 10.1628, 11.58180
QS RAND, 15.1974, 9.19694
QS DET, 6.089, 10.12170
IS, 24.5792, 8.66403
