ALGORITHM, DISTANCE, TIME
FootRule+, 6.785878829762727, 9.53139
Borda+, 6.8048836673577515, 18.22354
Score-Then-Borda+, 6.8048836673577515, 35.89214
RandomSort, 6.745680718728404, 97.90332
Local-Search, 6.590762497120479, 45.05815
Linear-Programming-Relaxation, 6.590762497120479, 59.84484
Copeland, 13.207786224372265, 43.44502
OPTIMAL, 6.590762497120479, 60.20439
