ALGORITHM, DISTANCE, TIME
FootRule+, 2.215, 22.40505
Borda+, 3.055, 1.02733
Score-Then-Borda+, 2.24, 1.63720
RandomSort, 2.29, 4.11718
Local-Search, 2.215, 240.55249
Linear-Programming-Relaxation, 2.215, 1823.48794
Copeland, 174.255, 14.02646
OPTIMAL, 2.215, 1921.17110
Chanas, 83.67, 130.91127
QS RAND, 123.52, 15.39170
QS DET, 139.3, 16.82207
IS, 174.255, 15.49707
