ALGORITHM, DISTANCE, TIME
FootRule+, 36.8362, 25.37996
Borda+, 36.9068, 50.15809
Score-Then-Borda+, 36.9068, 77.03316
RandomSort, 37.5742, 165.18026
Local-Search, 36.6868, 244.51702
Linear-Programming-Relaxation, 36.6868, 303.93613
Copeland, 39.9658, 231.90228
OPTIMAL, 36.6868, 294.19539
Chanas, 38.3258, 270.03408
QS RAND, 38.9646, 255.84114
QS DET, 38.4324, 265.53202
IS, 39.8762, 269.93894
