ALGORITHM, DISTANCE, TIME
FootRule+, 6.79125, 7.25422
Borda+, 6.79125, 12.85723
Score-Then-Borda+, 6.79125, 19.20304
RandomSort, 6.96625, 27.14548
Local-Search, 6.79125, 52.86904
Linear-Programming-Relaxation, 6.79125, 108.04259
Copeland, 91.39875, 47.15950
OPTIMAL, 6.79125, 116.40422
Chanas, 51.87, 52.84594
QS RAND, 58.52375, 47.82824
QS DET, 77.34, 49.38154
IS, 91.39875, 48.37762
