ALGORITHM, DISTANCE, TIME
FootRule+, 32.9, 21.91868
Borda+, 60.745, 1.57646
Score-Then-Borda+, 34.98, 2.31449
RandomSort, 40.465, 7.42266
Local-Search, 32.62, 366.98860
Linear-Programming-Relaxation, 32.62, 1829.16965
Copeland, 143.755, 20.88744
OPTIMAL, 32.62, 1815.04511
Chanas, 98.69, 79.16395
QS RAND, 130.605, 22.68871
QS DET, 88.8, 25.87819
IS, 143.82, 22.35947
