ALGORITHM, DISTANCE, TIME
FootRule+, 6.3954, 38.70042
Borda+, 6.3954, 76.41617
Score-Then-Borda+, 6.3954, 116.98677
RandomSort, 6.3954, 158.22083
Local-Search, 6.3954, 289.10888
Linear-Programming-Relaxation, 6.3954, 348.12196
Copeland, 92.0454, 278.84371
OPTIMAL, 6.3954, 337.48586
Chanas, 45.584, 283.15092
QS RAND, 65.9574, 284.93153
QS DET, 77.7266, 288.33974
IS, 92.0454, 274.16609
