ALGORITHM, DISTANCE, TIME
FootRule+, 820.876, 132.62811
Borda+, 820.2975, 151.89388
Score-Then-Borda+, 820.2975, 234.17700
RandomSort, 850.9035, 76.49226
Local-Search, 812.3415, 3080.33134
Linear-Programming-Relaxation, 811.9655, 6871.30639
Copeland, 906.041, 2251.47337
OPTIMAL, 811.9655, 6908.63460
Chanas, 862.3115, 2360.01331
QS RAND, 888.8975, 2303.40808
QS DET, 883.803, 2271.88682
IS, 897.7355, 2312.70913
