ALGORITHM, DISTANCE, TIME
FootRule+, 135.60625, 55.68767
Borda+, 154.1325, 6.87711
Score-Then-Borda+, 145.2625, 10.72802
RandomSort, 150.24875, 27.55032
Local-Search, 135.28125, 942.88216
Linear-Programming-Relaxation, 135.28125, 4723.60201
Copeland, 201.60625, 150.19031
OPTIMAL, 135.28125, 4708.78173
Chanas, 168.01375, 266.12882
QS RAND, 189.31625, 165.57338
QS DET, 171.3975, 167.55134
IS, 201.30625, 162.00918
