ALGORITHM, DISTANCE, TIME
FootRule+, 522.184, 46.87500
FootRule+_Local-Search, 512.188, 1031.25000
FootRule+_Chanas, 519.066, 515.62500
RandomSort, 584.264, 15.62500
RandomSort_Local-Search, 512.148, 937.50000
RandomSort_Chanas, 536.492, 453.12500
Borda+, 521.9, 31.25000
Borda+_Local-Search, 511.882, 734.37500
Borda+_Chanas, 519.784, 500.00000
Score-Then-Borda+, 521.9, 46.87500
Score-Then-Borda+_Local-Search, 512.106, 875.00000
Score-Then-Borda+_Chanas, 519.784, 515.62500
Relaxed-Linear-Program, 511.852, 19921.87500
Relaxed-Linear-Program_Local-Search, 511.852, 20375.00000
Relaxed-Linear-Program_Chanas, 511.852, 20390.62500
Local-Search, 511.882, 1187.50000
Local-Search_Chanas, 511.882, 1671.87500
Chanas, 535.942, 437.50000
Chanas_Local-Search, 511.882, 1312.50000
Copeland, 670.256, 421.87500
Copeland_Local-Search, 511.924, 1234.37500
Copeland_Chanas, 516.86, 843.75000
QS-Rand, 628.182, 406.25000
QS-Rand_Local-Search, 511.852, 1343.75000
QS-Rand_Chanas, 542.646, 828.12500
QS-Det, 626.048, 406.25000
QS-Det_Local-Search, 511.882, 1281.25000
QS-Det_Chanas, 531.576, 843.75000
IS, 662.328, 421.87500
IS_Local-Search, 511.852, 1406.25000
IS_Chanas, 522.418, 859.37500
Opt, 511.852, 17078.12500
