ALGORITHM, DISTANCE, TIME
FootRule+, 2.2965, 0.00000
FootRule+_Local-Search, 2.2965, 0.00000
FootRule+_Chanas, 2.2965, 0.00000
RandomSort, 2.301, 15.62500
RandomSort_Local-Search, 2.2965, 15.62500
RandomSort_Chanas, 2.297, 15.62500
Borda+, 2.3625, 0.00000
Borda+_Local-Search, 2.2965, 0.00000
Borda+_Chanas, 2.3065, 0.00000
Score-Then-Borda+, 2.3625, 0.00000
Score-Then-Borda+_Local-Search, 2.2965, 15.62500
Score-Then-Borda+_Chanas, 2.3065, 0.00000
Relaxed-Linear-Program, 2.2965, 15.62500
Relaxed-Linear-Program_Local-Search, 2.2965, 15.62500
Relaxed-Linear-Program_Chanas, 2.2965, 15.62500
Local-Search, 2.2965, 0.00000
Local-Search_Chanas, 2.2965, 0.00000
Chanas, 2.2965, 0.00000
Chanas_Local-Search, 2.2965, 0.00000
Copeland, 2.408, 0.00000
Copeland_Local-Search, 2.2965, 0.00000
Copeland_Chanas, 2.311, 0.00000
QS-Rand, 2.395, 0.00000
QS-Rand_Local-Search, 2.2965, 0.00000
QS-Rand_Chanas, 2.3065, 0.00000
QS-Det, 2.4225, 0.00000
QS-Det_Local-Search, 2.2965, 0.00000
QS-Det_Chanas, 2.2965, 0.00000
IS, 2.4085, 0.00000
IS_Local-Search, 2.2965, 0.00000
IS_Chanas, 2.3105, 0.00000
Opt, 2.2965, 15.62500
