ALGORITHM, DISTANCE, TIME
FootRule+, 391.234, 46.87500
FootRule+_Local-Search, 386.334, 656.25000
FootRule+_Chanas, 389.06, 406.25000
RandomSort, 454.16, 15.62500
RandomSort_Local-Search, 386.552, 656.25000
RandomSort_Chanas, 406.768, 343.75000
Borda+, 427.16, 15.62500
Borda+_Local-Search, 386.378, 656.25000
Borda+_Chanas, 407.914, 359.37500
Score-Then-Borda+, 427.16, 31.25000
Score-Then-Borda+_Local-Search, 386.396, 921.87500
Score-Then-Borda+_Chanas, 407.914, 453.12500
Relaxed-Linear-Program, 386.234, 19281.25000
Relaxed-Linear-Program_Local-Search, 386.234, 19625.00000
Relaxed-Linear-Program_Chanas, 386.234, 19640.62500
Local-Search, 386.42, 703.12500
Local-Search_Chanas, 386.42, 1062.50000
Chanas, 403.816, 312.50000
Chanas_Local-Search, 386.372, 953.12500
Copeland, 532.39, 296.87500
Copeland_Local-Search, 386.396, 1453.12500
Copeland_Chanas, 389.412, 609.37500
QS-Rand, 497.68, 312.50000
QS-Rand_Local-Search, 386.458, 1078.12500
QS-Rand_Chanas, 398.72, 640.62500
QS-Det, 478.702, 312.50000
QS-Det_Local-Search, 386.34, 1015.62500
QS-Det_Chanas, 414.438, 625.00000
IS, 528.618, 296.87500
IS_Local-Search, 386.458, 1062.50000
IS_Chanas, 393.014, 609.37500
Opt, 386.234, 16859.37500
