ALGORITHM, DISTANCE, TIME
FootRule+, 1.1, 0.00000
FootRule+_Chanas, 1.1, 0.00000
FootRule+_Local-Search, 1.1, 0.00000
RandomSort, 1.105, 15.62500
RandomSort_Chanas, 1.1, 15.62500
RandomSort_Local-Search, 1.1, 15.62500
Borda+, 1.1, 0.00000
Borda+_Chanas, 1.1, 0.00000
Borda+_Local-Search, 1.1, 15.62500
Score-Then-Borda+, 1.1, 0.00000
Score-Then-Borda+_Chanas, 1.1, 15.62500
Score-Then-Borda+_Local-Search, 1.1, 0.00000
Relaxed-Linear-Program, 1.1, 406.25000
Relaxed-Linear-Program_Chanas, 1.1, 406.25000
Relaxed-Linear-Program_Local-Search, 1.1, 421.87500
Local-Search, 1.1, 0.00000
Local-Search_Chanas, 1.1, 0.00000
Chanas, 1.96125, 0.00000
Chanas_Local-Search, 1.1, 0.00000
Copeland, 24.22, 15.62500
Copeland_Chanas, 1.1, 15.62500
Copeland_Local-Search, 1.1, 31.25000
QS-Rand, 15.73375, 0.00000
QS-Rand_Chanas, 3.58875, 0.00000
QS-Rand_Local-Search, 1.1, 0.00000
QS-Det, 11.99, 0.00000
QS-Det_Chanas, 3.28625, 0.00000
QS-Det_Local-Search, 1.1, 15.62500
IS, 24.22, 15.62500
IS_Chanas, 1.1, 15.62500
IS_Local-Search, 1.1, 31.25000
Opt, 1.1, 421.87500
