ALGORITHM, DISTANCE, TIME
FootRule+, 415.612, 140.62500
FootRule+_Chanas, 415.0766, 3234.37500
FootRule+_Local-Search, 414.2616, 3437.50000
RandomSort, 457.5718, 218.75000
RandomSort_Chanas, 422.873, 3265.62500
RandomSort_Local-Search, 414.2436, 3718.75000
Borda+, 426.8902, 187.50000
Borda+_Chanas, 421.5462, 3265.62500
Borda+_Local-Search, 414.267, 3656.25000
Score-Then-Borda+, 426.8902, 281.25000
Score-Then-Borda+_Chanas, 421.5462, 3375.00000
Score-Then-Borda+_Local-Search, 414.244, 3625.00000
Relaxed-Linear-Program, 414.2372, 22078.12500
Relaxed-Linear-Program_Chanas, 414.2372, 25156.25000
Relaxed-Linear-Program_Local-Search, 414.2372, 25156.25000
Local-Search, 414.269, 3343.75000
Local-Search_Chanas, 414.269, 6453.12500
Chanas, 423.073, 3093.75000
Chanas_Local-Search, 414.2372, 6390.62500
Copeland, 497.8588, 2984.37500
Copeland_Chanas, 414.807, 6015.62500
Copeland_Local-Search, 414.243, 6484.37500
QS-Rand, 481.115, 2968.75000
QS-Rand_Chanas, 424.5482, 6000.00000
QS-Rand_Local-Search, 414.27, 6421.87500
QS-Det, 456.3314, 3078.12500
QS-Det_Chanas, 430.1808, 6890.62500
QS-Det_Local-Search, 414.2616, 6656.25000
IS, 497.232, 3062.50000
IS_Chanas, 415.182, 6109.37500
IS_Local-Search, 414.2466, 6468.75000
Opt, 414.2372, 19562.50000
