ALGORITHM, DISTANCE, TIME
FootRule+, 9.543, 0.00000
FootRule+_Chanas, 9.5414, 31.25000
FootRule+_Local-Search, 9.5414, 31.25000
RandomSort, 9.5642, 46.87500
RandomSort_Chanas, 9.5514, 78.12500
RandomSort_Local-Search, 9.5414, 93.75000
Borda+, 10.4194, 15.62500
Borda+_Chanas, 9.8692, 46.87500
Borda+_Local-Search, 9.5414, 46.87500
Score-Then-Borda+, 10.1204, 15.62500
Score-Then-Borda+_Chanas, 9.654, 46.87500
Score-Then-Borda+_Local-Search, 9.5414, 46.87500
Relaxed-Linear-Program, 9.5414, 437.50000
Relaxed-Linear-Program_Chanas, 9.5414, 484.37500
Relaxed-Linear-Program_Local-Search, 9.5414, 468.75000
Local-Search, 9.5414, 31.25000
Local-Search_Chanas, 9.5414, 62.50000
Chanas, 10.3266, 46.87500
Chanas_Local-Search, 9.5414, 93.75000
Copeland, 16.146, 31.25000
Copeland_Chanas, 9.5414, 78.12500
Copeland_Local-Search, 9.5414, 78.12500
QS-Rand, 15.0534, 31.25000
QS-Rand_Chanas, 10.5588, 78.12500
QS-Rand_Local-Search, 9.5414, 78.12500
QS-Det, 11.2008, 31.25000
QS-Det_Chanas, 10.5158, 62.50000
QS-Det_Local-Search, 9.5414, 78.12500
IS, 16.146, 46.87500
IS_Chanas, 9.5414, 78.12500
IS_Local-Search, 9.5414, 109.37500
Opt, 9.5414, 421.87500
