ALGORITHM, DISTANCE, TIME
FootRule+, 24.5125, 15.62500
FootRule+_Chanas, 24.5105, 140.62500
FootRule+_Local-Search, 24.5105, 156.25000
RandomSort, 25.432, 78.12500
RandomSort_Chanas, 25.0635, 187.50000
RandomSort_Local-Search, 24.5105, 250.00000
Borda+, 36.326, 15.62500
Borda+_Chanas, 28.359, 125.00000
Borda+_Local-Search, 24.5105, 187.50000
Score-Then-Borda+, 26.8195, 15.62500
Score-Then-Borda+_Chanas, 25.747, 125.00000
Score-Then-Borda+_Local-Search, 24.5105, 187.50000
Relaxed-Linear-Program, 24.5105, 3578.12500
Relaxed-Linear-Program_Chanas, 24.5105, 3703.12500
Relaxed-Linear-Program_Local-Search, 24.5105, 3687.50000
Local-Search, 24.5105, 203.12500
Local-Search_Chanas, 24.5105, 312.50000
Chanas, 28.7895, 93.75000
Chanas_Local-Search, 24.5105, 281.25000
Copeland, 63.9, 109.37500
Copeland_Chanas, 24.5105, 203.12500
Copeland_Local-Search, 24.5105, 296.87500
QS-Rand, 58.5285, 93.75000
QS-Rand_Chanas, 28.276, 187.50000
QS-Rand_Local-Search, 24.5105, 281.25000
QS-Det, 32.2725, 93.75000
QS-Det_Chanas, 28.8685, 203.12500
QS-Det_Local-Search, 24.5105, 250.00000
IS, 63.9, 93.75000
IS_Chanas, 24.5105, 203.12500
IS_Local-Search, 24.5105, 265.62500
Opt, 24.5105, 3640.62500
