ALGORITHM, DISTANCE, TIME
FootRule+, 45.38, 31.25000
FootRule+_Local-Search, 44.68, 203.12500
FootRule+_Chanas, 44.96, 78.12500
RandomSort, 49.54, 0.00000
RandomSort_Local-Search, 44.5, 218.75000
RandomSort_Chanas, 47.94, 46.87500
Borda+, 67.7, 0.00000
Borda+_Local-Search, 44.66, 218.75000
Borda+_Chanas, 52.2, 46.87500
Score-Then-Borda+, 48.14, 0.00000
Score-Then-Borda+_Local-Search, 44.52, 250.00000
Score-Then-Borda+_Chanas, 46.8, 46.87500
Relaxed-Linear-Program, 44.5, 13609.37500
Relaxed-Linear-Program_Local-Search, 44.5, 13656.25000
Relaxed-Linear-Program_Chanas, 44.5, 13671.87500
Local-Search, 44.5, 312.50000
Local-Search_Chanas, 44.5, 359.37500
Chanas, 59.5, 31.25000
Chanas_Local-Search, 44.5, 390.62500
Copeland, 161.28, 15.62500
Copeland_Local-Search, 44.52, 328.12500
Copeland_Chanas, 44.82, 31.25000
QS-Rand, 131.54, 0.00000
QS-Rand_Local-Search, 44.5, 312.50000
QS-Rand_Chanas, 52.26, 31.25000
QS-Det, 140.68, 15.62500
QS-Det_Local-Search, 44.5, 343.75000
QS-Det_Chanas, 56.86, 31.25000
IS, 160.54, 0.00000
IS_Local-Search, 44.5, 343.75000
IS_Chanas, 45.56, 15.62500
Opt, 44.5, 11953.12500
