ALGORITHM, DISTANCE, TIME
FootRule+, 11.325, 0.00000
FootRule+_Chanas, 11.32375, 15.62500
FootRule+_Local-Search, 11.3225, 15.62500
RandomSort, 11.8525, 15.62500
RandomSort_Chanas, 11.4875, 31.25000
RandomSort_Local-Search, 11.3225, 31.25000
Borda+, 12.455, 0.00000
Borda+_Chanas, 11.56625, 0.00000
Borda+_Local-Search, 11.3225, 15.62500
Score-Then-Borda+, 12.455, 0.00000
Score-Then-Borda+_Chanas, 11.56625, 15.62500
Score-Then-Borda+_Local-Search, 11.3225, 31.25000
Relaxed-Linear-Program, 11.3225, 390.62500
Relaxed-Linear-Program_Chanas, 11.3225, 406.25000
Relaxed-Linear-Program_Local-Search, 11.3225, 406.25000
Local-Search, 11.3225, 15.62500
Local-Search_Chanas, 11.3225, 15.62500
Chanas, 11.70125, 15.62500
Chanas_Local-Search, 11.3225, 31.25000
Copeland, 13.9975, 0.00000
Copeland_Chanas, 11.3225, 15.62500
Copeland_Local-Search, 11.3225, 31.25000
QS-Rand, 13.825, 15.62500
QS-Rand_Chanas, 11.4675, 31.25000
QS-Rand_Local-Search, 11.3225, 46.87500
QS-Det, 13.29875, 15.62500
QS-Det_Chanas, 11.74125, 15.62500
QS-Det_Local-Search, 11.3225, 31.25000
IS, 13.9975, 0.00000
IS_Chanas, 11.3225, 0.00000
IS_Local-Search, 11.3225, 15.62500
Opt, 11.3225, 406.25000
