ALGORITHM, DISTANCE, TIME
FootRule+, 41.2516, 15.62500
FootRule+_Chanas, 41.2188, 265.62500
FootRule+_Local-Search, 41.1894, 312.50000
RandomSort, 42.033, 171.87500
RandomSort_Chanas, 41.5986, 421.87500
RandomSort_Local-Search, 41.1896, 500.00000
Borda+, 42.5328, 15.62500
Borda+_Chanas, 41.676, 250.00000
Borda+_Local-Search, 41.1898, 390.62500
Score-Then-Borda+, 42.4494, 31.25000
Score-Then-Borda+_Chanas, 41.6372, 281.25000
Score-Then-Borda+_Local-Search, 41.1906, 359.37500
Relaxed-Linear-Program, 41.2004, 3765.62500
Relaxed-Linear-Program_Chanas, 41.1946, 4015.62500
Relaxed-Linear-Program_Local-Search, 41.1894, 4046.87500
Local-Search, 41.1926, 359.37500
Local-Search_Chanas, 41.1926, 609.37500
Chanas, 41.9148, 234.37500
Chanas_Local-Search, 41.1926, 531.25000
Copeland, 45.2122, 234.37500
Copeland_Chanas, 41.2238, 484.37500
Copeland_Local-Search, 41.1894, 562.50000
QS-Rand, 44.3638, 250.00000
QS-Rand_Chanas, 41.4694, 484.37500
QS-Rand_Local-Search, 41.1926, 562.50000
QS-Det, 43.595, 234.37500
QS-Det_Chanas, 42.1836, 468.75000
QS-Det_Local-Search, 41.1906, 546.87500
IS, 45.1788, 234.37500
IS_Chanas, 41.2572, 468.75000
IS_Local-Search, 41.1894, 578.12500
Opt, 41.1908, 3593.75000
