ALGORITHM, DISTANCE, TIME
FootRule+, 78.8, 62.50000
FootRule+_Chanas, 77.74, 187.50000
FootRule+_Local-Search, 77.18, 468.75000
RandomSort, 82.14, 0.00000
RandomSort_Chanas, 80.6, 109.37500
RandomSort_Local-Search, 77.16, 734.37500
Borda+, 109.8, 15.62500
Borda+_Chanas, 92.4, 125.00000
Borda+_Local-Search, 77.16, 1000.00000
Score-Then-Borda+, 87.9, 15.62500
Score-Then-Borda+_Chanas, 85.66, 140.62500
Score-Then-Borda+_Local-Search, 77.16, 640.62500
Relaxed-Linear-Program, 77.12, 34484.37500
Relaxed-Linear-Program_Chanas, 77.12, 34593.75000
Relaxed-Linear-Program_Local-Search, 77.12, 34546.87500
Local-Search, 77.24, 578.12500
Local-Search_Chanas, 77.24, 703.12500
Chanas, 103.92, 62.50000
Chanas_Local-Search, 77.2, 562.50000
Copeland, 276.82, 0.00000
Copeland_Chanas, 77.86, 31.25000
Copeland_Local-Search, 77.22, 781.25000
QS-Rand, 188.3, 0.00000
QS-Rand_Chanas, 101.4, 46.87500
QS-Rand_Local-Search, 77.18, 781.25000
QS-Det, 236.48, 15.62500
QS-Det_Chanas, 108.44, 46.87500
QS-Det_Local-Search, 77.18, 906.25000
IS, 275.2, 15.62500
IS_Chanas, 79.48, 46.87500
IS_Local-Search, 77.16, 609.37500
Opt, 77.12, 30546.87500
