ALGORITHM, DISTANCE, TIME
FootRule+, 146.454, 15.62500
FootRule+_Local-Search, 143.522, 187.50000
FootRule+_Chanas, 144.856, 125.00000
RandomSort, 156.408, 15.62500
RandomSort_Local-Search, 143.494, 203.12500
RandomSort_Chanas, 147.042, 140.62500
Borda+, 151.454, 0.00000
Borda+_Local-Search, 143.558, 171.87500
Borda+_Chanas, 147.69, 125.00000
Score-Then-Borda+, 151.454, 15.62500
Score-Then-Borda+_Local-Search, 143.494, 203.12500
Score-Then-Borda+_Chanas, 147.69, 140.62500
Relaxed-Linear-Program, 143.484, 3609.37500
Relaxed-Linear-Program_Local-Search, 143.484, 3718.75000
Relaxed-Linear-Program_Chanas, 143.484, 3734.37500
Local-Search, 143.484, 187.50000
Local-Search_Chanas, 143.484, 296.87500
Chanas, 146.988, 109.37500
Chanas_Local-Search, 143.522, 312.50000
Copeland, 182.93, 109.37500
Copeland_Local-Search, 143.522, 312.50000
Copeland_Chanas, 144.742, 218.75000
QS-Rand, 176.772, 109.37500
QS-Rand_Local-Search, 143.552, 281.25000
QS-Rand_Chanas, 147.306, 218.75000
QS-Det, 174.134, 109.37500
QS-Det_Local-Search, 143.544, 312.50000
QS-Det_Chanas, 149.91, 218.75000
IS, 182.338, 93.75000
IS_Local-Search, 143.484, 296.87500
IS_Chanas, 144.922, 187.50000
Opt, 143.484, 3484.37500
