ALGORITHM, DISTANCE, TIME
FootRule+, 87.1085, 31.25000
FootRule+_Chanas, 87.0425, 312.50000
FootRule+_Local-Search, 86.9595, 437.50000
RandomSort, 91.8085, 78.12500
RandomSort_Chanas, 88.8165, 343.75000
RandomSort_Local-Search, 86.96, 593.75000
Borda+, 92.1965, 15.62500
Borda+_Chanas, 89.7265, 265.62500
Borda+_Local-Search, 86.968, 625.00000
Score-Then-Borda+, 88.6895, 15.62500
Score-Then-Borda+_Chanas, 87.85, 281.25000
Score-Then-Borda+_Local-Search, 86.9595, 500.00000
Relaxed-Linear-Program, 86.9595, 13812.50000
Relaxed-Linear-Program_Chanas, 86.9595, 14078.12500
Relaxed-Linear-Program_Local-Search, 86.9595, 14078.12500
Local-Search, 86.9595, 609.37500
Local-Search_Chanas, 86.9595, 890.62500
Chanas, 89.057, 250.00000
Chanas_Local-Search, 86.9595, 734.37500
Copeland, 106.665, 296.87500
Copeland_Chanas, 87.052, 531.25000
Copeland_Local-Search, 86.96, 921.87500
QS-Rand, 102.739, 234.37500
QS-Rand_Chanas, 88.8215, 484.37500
QS-Rand_Local-Search, 86.96, 796.87500
QS-Det, 101.958, 234.37500
QS-Det_Chanas, 89.6805, 468.75000
QS-Det_Local-Search, 86.9595, 843.75000
IS, 106.5655, 234.37500
IS_Chanas, 87.1515, 468.75000
IS_Local-Search, 86.968, 796.87500
Opt, 86.9595, 12250.00000
