ALGORITHM, DISTANCE, TIME
FootRule+, 40.7085, 31.25000
FootRule+_Local-Search, 40.6895, 343.75000
FootRule+_Chanas, 40.691, 296.87500
RandomSort, 44.944, 78.12500
RandomSort_Local-Search, 40.6895, 625.00000
RandomSort_Chanas, 43.9655, 359.37500
Borda+, 65.684, 15.62500
Borda+_Local-Search, 40.6895, 453.12500
Borda+_Chanas, 52.0915, 281.25000
Score-Then-Borda+, 42.102, 15.62500
Score-Then-Borda+_Local-Search, 40.6895, 468.75000
Score-Then-Borda+_Chanas, 41.5495, 296.87500
Relaxed-Linear-Program, 40.6895, 14281.25000
Relaxed-Linear-Program_Local-Search, 40.6895, 14546.87500
Relaxed-Linear-Program_Chanas, 40.6895, 14562.50000
Local-Search, 40.6895, 625.00000
Local-Search_Chanas, 40.6895, 906.25000
Chanas, 49.7325, 250.00000
Chanas_Local-Search, 40.6895, 703.12500
Copeland, 153.025, 234.37500
Copeland_Local-Search, 40.6895, 734.37500
Copeland_Chanas, 40.692, 468.75000
QS-Rand, 130.708, 234.37500
QS-Rand_Local-Search, 40.6895, 718.75000
QS-Rand_Chanas, 54.7675, 531.25000
QS-Det, 67.3565, 234.37500
QS-Det_Local-Search, 40.6895, 750.00000
QS-Det_Chanas, 54.63, 500.00000
IS, 153.0275, 234.37500
IS_Local-Search, 40.6895, 812.50000
IS_Chanas, 40.6895, 468.75000
Opt, 40.6895, 12062.50000
