ALGORITHM, DISTANCE, TIME
FootRule+, 2.16, 15.62500
FootRule+_Chanas, 2.16, 78.12500
FootRule+_Local-Search, 2.16, 62.50000
RandomSort, 3.26, 0.00000
RandomSort_Chanas, 2.18, 78.12500
RandomSort_Local-Search, 2.16, 156.25000
Borda+, 2.88, 0.00000
Borda+_Chanas, 2.24, 78.12500
Borda+_Local-Search, 2.16, 93.75000
Score-Then-Borda+, 2.2, 0.00000
Score-Then-Borda+_Chanas, 2.16, 62.50000
Score-Then-Borda+_Local-Search, 2.16, 93.75000
Relaxed-Linear-Program, 2.16, 11812.50000
Relaxed-Linear-Program_Chanas, 2.16, 11875.00000
Relaxed-Linear-Program_Local-Search, 2.16, 11843.75000
Local-Search, 2.16, 250.00000
Local-Search_Chanas, 2.16, 312.50000
Chanas, 14.28, 46.87500
Chanas_Local-Search, 2.16, 234.37500
Copeland, 203.94, 0.00000
Copeland_Chanas, 2.16, 46.87500
Copeland_Local-Search, 2.16, 265.62500
QS-Rand, 184.92, 15.62500
QS-Rand_Chanas, 15.32, 62.50000
QS-Rand_Local-Search, 2.16, 312.50000
QS-Det, 165.74, 0.00000
QS-Det_Chanas, 22.04, 46.87500
QS-Det_Local-Search, 2.16, 265.62500
IS, 203.94, 15.62500
IS_Chanas, 2.16, 62.50000
IS_Local-Search, 2.16, 265.62500
Opt, 2.16, 11937.50000
