ALGORITHM, DISTANCE, TIME
FootRule+, 43.8, 15.62500
FootRule+_Local-Search, 43.06, 140.62500
FootRule+_Chanas, 43.3, 62.50000
RandomSort, 47.34, 0.00000
RandomSort_Local-Search, 43.06, 218.75000
RandomSort_Chanas, 45.74, 46.87500
Borda+, 67.76, 0.00000
Borda+_Local-Search, 43.06, 296.87500
Borda+_Chanas, 51.04, 46.87500
Score-Then-Borda+, 45.58, 0.00000
Score-Then-Borda+_Local-Search, 43.06, 218.75000
Score-Then-Borda+_Chanas, 44.5, 46.87500
Relaxed-Linear-Program, 43.06, 13765.62500
Relaxed-Linear-Program_Local-Search, 43.06, 13796.87500
Relaxed-Linear-Program_Chanas, 43.06, 13812.50000
Local-Search, 43.06, 250.00000
Local-Search_Chanas, 43.06, 296.87500
Chanas, 57.48, 15.62500
Chanas_Local-Search, 43.06, 187.50000
Copeland, 162.92, 0.00000
Copeland_Local-Search, 43.06, 312.50000
Copeland_Chanas, 43.18, 15.62500
QS-Rand, 144.66, 0.00000
QS-Rand_Local-Search, 43.06, 265.62500
QS-Rand_Chanas, 49.84, 15.62500
QS-Det, 137.22, 0.00000
QS-Det_Local-Search, 43.06, 296.87500
QS-Det_Chanas, 58.5, 15.62500
IS, 162.5, 15.62500
IS_Local-Search, 43.06, 281.25000
IS_Chanas, 43.6, 31.25000
Opt, 43.06, 11968.75000
