ALGORITHM, DISTANCE, TIME
FootRule+, 8.66, 0.00000
FootRule+_Local-Search, 8.66, 0.00000
FootRule+_Chanas, 8.66, 15.62500
RandomSort, 9.0, 0.00000
RandomSort_Local-Search, 8.66, 15.62500
RandomSort_Chanas, 8.78, 0.00000
Borda+, 11.18, 15.62500
Borda+_Local-Search, 8.68, 15.62500
Borda+_Chanas, 9.2, 15.62500
Score-Then-Borda+, 9.16, 0.00000
Score-Then-Borda+_Local-Search, 8.66, 0.00000
Score-Then-Borda+_Chanas, 8.96, 0.00000
Relaxed-Linear-Program, 8.66, 375.00000
Relaxed-Linear-Program_Local-Search, 8.66, 375.00000
Relaxed-Linear-Program_Chanas, 8.66, 375.00000
Local-Search, 8.66, 15.62500
Local-Search_Chanas, 8.66, 15.62500
Chanas, 9.7, 0.00000
Chanas_Local-Search, 8.66, 15.62500
Copeland, 18.36, 0.00000
Copeland_Local-Search, 8.66, 15.62500
Copeland_Chanas, 8.7, 0.00000
QS-Rand, 17.02, 0.00000
QS-Rand_Local-Search, 8.66, 15.62500
QS-Rand_Chanas, 9.46, 15.62500
QS-Det, 15.88, 0.00000
QS-Det_Local-Search, 8.66, 15.62500
QS-Det_Chanas, 9.68, 0.00000
IS, 18.38, 0.00000
IS_Local-Search, 8.66, 0.00000
IS_Chanas, 8.68, 15.62500
Opt, 8.66, 406.25000
