ALGORITHM, DISTANCE, TIME
FootRule+, 302.0766, 218.75000
FootRule+_Chanas, 301.7194, 4531.25000
FootRule+_Local-Search, 301.5636, 4750.00000
RandomSort, 440.8984, 218.75000
RandomSort_Chanas, 364.9896, 4875.00000
RandomSort_Local-Search, 301.5636, 4875.00000
Borda+, 301.901, 343.75000
Borda+_Chanas, 301.6786, 4625.00000
Borda+_Local-Search, 301.5636, 4859.37500
Score-Then-Borda+, 301.8168, 531.25000
Score-Then-Borda+_Chanas, 301.6338, 4781.25000
Score-Then-Borda+_Local-Search, 301.5636, 4921.87500
Relaxed-Linear-Program, 301.5636, 22843.75000
Relaxed-Linear-Program_Chanas, 301.5636, 27062.50000
Relaxed-Linear-Program_Local-Search, 301.5636, 27125.00000
Local-Search, 301.5636, 5031.25000
Local-Search_Chanas, 301.5636, 9296.87500
Chanas, 400.5694, 4281.25000
Chanas_Local-Search, 301.5636, 8796.87500
Copeland, 888.3236, 4609.37500
Copeland_Chanas, 301.6504, 8796.87500
Copeland_Local-Search, 301.5636, 9265.62500
QS-Rand, 790.6792, 4843.75000
QS-Rand_Chanas, 374.0132, 9015.62500
QS-Rand_Local-Search, 301.5636, 9437.50000
QS-Det, 584.4934, 4265.62500
QS-Det_Chanas, 438.3876, 8515.62500
QS-Det_Local-Search, 301.5636, 10250.00000
IS, 888.158, 4312.50000
IS_Chanas, 301.816, 8609.37500
IS_Local-Search, 301.5636, 9062.50000
Opt, 301.5636, 20828.12500
