ALGORITHM, DISTANCE, TIME
FootRule+, 125.1, 0.00000
FootRule+_Local-Search, 117.36, 93.75000
FootRule+_Chanas, 120.06, 31.25000
RandomSort, 143.96, 0.00000
RandomSort_Local-Search, 117.36, 93.75000
RandomSort_Chanas, 132.32, 31.25000
Borda+, 124.06, 0.00000
Borda+_Local-Search, 118.0, 78.12500
Borda+_Chanas, 119.56, 31.25000
Score-Then-Borda+, 122.74, 0.00000
Score-Then-Borda+_Local-Search, 118.0, 78.12500
Score-Then-Borda+_Chanas, 119.08, 15.62500
Relaxed-Linear-Program, 117.28, 3515.62500
Relaxed-Linear-Program_Local-Search, 117.28, 3546.87500
Relaxed-Linear-Program_Chanas, 117.28, 3531.25000
Local-Search, 117.92, 109.37500
Local-Search_Chanas, 117.92, 140.62500
Chanas, 145.94, 15.62500
Chanas_Local-Search, 117.28, 109.37500
Copeland, 297.74, 15.62500
Copeland_Local-Search, 117.36, 125.00000
Copeland_Chanas, 121.4, 31.25000
QS-Rand, 260.86, 15.62500
QS-Rand_Local-Search, 117.28, 125.00000
QS-Rand_Chanas, 147.18, 31.25000
QS-Det, 223.7, 15.62500
QS-Det_Local-Search, 117.46, 109.37500
QS-Det_Chanas, 157.58, 31.25000
IS, 295.52, 15.62500
IS_Local-Search, 117.28, 109.37500
IS_Chanas, 123.62, 31.25000
Opt, 117.28, 3390.62500
