ALGORITHM, DISTANCE, TIME
FootRule+, 88.9382, 46.87500
FootRule+_Chanas, 88.8994, 671.87500
FootRule+_Local-Search, 88.8632, 890.62500
RandomSort, 91.0934, 187.50000
RandomSort_Chanas, 89.9198, 875.00000
RandomSort_Local-Search, 88.8662, 1156.25000
Borda+, 92.4674, 31.25000
Borda+_Chanas, 90.3282, 640.62500
Borda+_Local-Search, 88.8642, 812.50000
Score-Then-Borda+, 90.7402, 62.50000
Score-Then-Borda+_Chanas, 89.5994, 671.87500
Score-Then-Borda+_Local-Search, 88.8628, 1187.50000
Relaxed-Linear-Program, 88.8628, 14625.00000
Relaxed-Linear-Program_Chanas, 88.8628, 15250.00000
Relaxed-Linear-Program_Local-Search, 88.8628, 15218.75000
Local-Search, 88.8632, 1015.62500
Local-Search_Chanas, 88.8632, 1640.62500
Chanas, 90.5424, 593.75000
Chanas_Local-Search, 88.8656, 1687.50000
Copeland, 101.096, 578.12500
Copeland_Chanas, 88.9048, 1156.25000
Copeland_Local-Search, 88.8646, 1515.62500
QS-Rand, 99.7274, 734.37500
QS-Rand_Chanas, 89.9026, 1328.12500
QS-Rand_Local-Search, 88.8656, 1609.37500
QS-Det, 98.1282, 562.50000
QS-Det_Chanas, 90.5112, 1125.00000
QS-Det_Local-Search, 88.8642, 1765.62500
IS, 101.055, 562.50000
IS_Chanas, 88.9458, 1296.87500
IS_Local-Search, 88.8656, 1515.62500
Opt, 88.8628, 12796.87500
