ALGORITHM, DISTANCE, TIME
FootRule+, 2.673, 31.25000
FootRule+_Local-Search, 2.673, 187.50000
FootRule+_Chanas, 2.673, 218.75000
RandomSort, 2.6855, 31.25000
RandomSort_Local-Search, 2.673, 281.25000
RandomSort_Chanas, 2.673, 218.75000
Borda+, 2.809, 15.62500
Borda+_Local-Search, 2.673, 265.62500
Borda+_Chanas, 2.7075, 203.12500
Score-Then-Borda+, 2.683, 15.62500
Score-Then-Borda+_Local-Search, 2.673, 218.75000
Score-Then-Borda+_Chanas, 2.673, 203.12500
Relaxed-Linear-Program, 2.673, 12218.75000
Relaxed-Linear-Program_Local-Search, 2.673, 12375.00000
Relaxed-Linear-Program_Chanas, 2.673, 12390.62500
Local-Search, 2.673, 421.87500
Local-Search_Chanas, 2.673, 609.37500
Chanas, 13.743, 171.87500
Chanas_Local-Search, 2.673, 453.12500
Copeland, 191.044, 125.00000
Copeland_Local-Search, 2.673, 546.87500
Copeland_Chanas, 2.673, 296.87500
QS-Rand, 174.1835, 125.00000
QS-Rand_Local-Search, 2.673, 500.00000
QS-Rand_Chanas, 12.661, 281.25000
QS-Det, 155.497, 125.00000
QS-Det_Local-Search, 2.673, 500.00000
QS-Det_Chanas, 13.789, 296.87500
IS, 191.044, 125.00000
IS_Local-Search, 2.673, 625.00000
IS_Chanas, 2.673, 281.25000
Opt, 2.673, 12000.00000
