ALGORITHM, DISTANCE, TIME
FootRule+, 12.4868, 0.00000
FootRule+_Chanas, 12.473, 31.25000
FootRule+_Local-Search, 12.461, 46.87500
RandomSort, 12.6538, 46.87500
RandomSort_Chanas, 12.5052, 93.75000
RandomSort_Local-Search, 12.461, 93.75000
Borda+, 12.6778, 0.00000
Borda+_Chanas, 12.495, 46.87500
Borda+_Local-Search, 12.461, 62.50000
Score-Then-Borda+, 12.6778, 15.62500
Score-Then-Borda+_Chanas, 12.495, 93.75000
Score-Then-Borda+_Local-Search, 12.461, 62.50000
Relaxed-Linear-Program, 12.461, 453.12500
Relaxed-Linear-Program_Chanas, 12.461, 500.00000
Relaxed-Linear-Program_Local-Search, 12.461, 484.37500
Local-Search, 12.461, 46.87500
Local-Search_Chanas, 12.461, 93.75000
Chanas, 12.5666, 31.25000
Chanas_Local-Search, 12.461, 78.12500
Copeland, 13.2126, 31.25000
Copeland_Chanas, 12.4748, 78.12500
Copeland_Local-Search, 12.461, 78.12500
QS-Rand, 12.972, 46.87500
QS-Rand_Chanas, 12.51, 93.75000
QS-Rand_Local-Search, 12.461, 93.75000
QS-Det, 12.9314, 46.87500
QS-Det_Chanas, 12.6042, 93.75000
QS-Det_Local-Search, 12.461, 93.75000
IS, 13.2076, 31.25000
IS_Chanas, 12.4798, 62.50000
IS_Local-Search, 12.461, 78.12500
Opt, 12.461, 421.87500
