ALGORITHM, DISTANCE, TIME
FootRule+, 20.4, 15.62500
FootRule+_Local-Search, 20.1, 46.87500
FootRule+_Chanas, 20.1, 46.87500
RandomSort, 23.64, 15.62500
RandomSort_Local-Search, 20.1, 109.37500
RandomSort_Chanas, 22.18, 31.25000
Borda+, 26.26, 0.00000
Borda+_Local-Search, 20.12, 46.87500
Borda+_Chanas, 23.54, 15.62500
Score-Then-Borda+, 22.2, 0.00000
Score-Then-Borda+_Local-Search, 20.1, 46.87500
Score-Then-Borda+_Chanas, 21.2, 15.62500
Relaxed-Linear-Program, 20.1, 3484.37500
Relaxed-Linear-Program_Local-Search, 20.1, 3484.37500
Relaxed-Linear-Program_Chanas, 20.1, 3500.00000
Local-Search, 20.1, 62.50000
Local-Search_Chanas, 20.1, 78.12500
Chanas, 24.72, 0.00000
Chanas_Local-Search, 20.1, 62.50000
Copeland, 80.22, 15.62500
Copeland_Local-Search, 20.1, 93.75000
Copeland_Chanas, 20.3, 15.62500
QS-Rand, 66.3, 0.00000
QS-Rand_Local-Search, 20.1, 78.12500
QS-Rand_Chanas, 26.1, 0.00000
QS-Det, 54.0, 0.00000
QS-Det_Local-Search, 20.1, 78.12500
QS-Det_Chanas, 30.8, 0.00000
IS, 80.18, 0.00000
IS_Local-Search, 20.12, 62.50000
IS_Chanas, 20.34, 0.00000
Opt, 20.1, 3328.12500
