ALGORITHM, DISTANCE, TIME
FootRule+, 140.854, 15.62500
FootRule+_Chanas, 139.896, 125.00000
FootRule+_Local-Search, 139.268, 203.12500
RandomSort, 154.06, 15.62500
RandomSort_Chanas, 142.6, 140.62500
RandomSort_Local-Search, 139.312, 187.50000
Borda+, 145.75, 15.62500
Borda+_Chanas, 142.064, 125.00000
Borda+_Local-Search, 139.27, 218.75000
Score-Then-Borda+, 145.75, 15.62500
Score-Then-Borda+_Chanas, 142.064, 125.00000
Score-Then-Borda+_Local-Search, 139.268, 203.12500
Relaxed-Linear-Program, 139.268, 3593.75000
Relaxed-Linear-Program_Chanas, 139.268, 3703.12500
Relaxed-Linear-Program_Local-Search, 139.268, 3718.75000
Local-Search, 139.268, 187.50000
Local-Search_Chanas, 139.268, 312.50000
Chanas, 144.676, 109.37500
Chanas_Local-Search, 139.314, 312.50000
Copeland, 187.712, 93.75000
Copeland_Chanas, 140.05, 203.12500
Copeland_Local-Search, 139.366, 312.50000
QS-Rand, 177.084, 109.37500
QS-Rand_Chanas, 145.542, 218.75000
QS-Rand_Local-Search, 139.312, 281.25000
QS-Det, 174.55, 93.75000
QS-Det_Chanas, 148.728, 187.50000
QS-Det_Local-Search, 139.366, 296.87500
IS, 186.602, 109.37500
IS_Chanas, 141.16, 203.12500
IS_Local-Search, 139.268, 296.87500
Opt, 139.268, 3437.50000
