ALGORITHM, DISTANCE, TIME
FootRule+, 1.0565, 0.00000
FootRule+_Chanas, 1.0565, 0.00000
FootRule+_Local-Search, 1.0565, 0.00000
RandomSort, 1.0675, 15.62500
RandomSort_Chanas, 1.062, 31.25000
RandomSort_Local-Search, 1.0565, 15.62500
Borda+, 1.929, 0.00000
Borda+_Chanas, 1.4675, 15.62500
Borda+_Local-Search, 1.0565, 15.62500
Score-Then-Borda+, 1.0565, 0.00000
Score-Then-Borda+_Chanas, 1.0565, 15.62500
Score-Then-Borda+_Local-Search, 1.0565, 0.00000
Relaxed-Linear-Program, 1.0565, 406.25000
Relaxed-Linear-Program_Chanas, 1.0565, 421.87500
Relaxed-Linear-Program_Local-Search, 1.0565, 406.25000
Local-Search, 1.0565, 0.00000
Local-Search_Chanas, 1.0565, 0.00000
Chanas, 3.317, 15.62500
Chanas_Local-Search, 1.0565, 15.62500
Copeland, 24.2465, 0.00000
Copeland_Chanas, 1.0565, 0.00000
Copeland_Local-Search, 1.0565, 0.00000
QS-Rand, 16.546, 15.62500
QS-Rand_Chanas, 2.958, 15.62500
QS-Rand_Local-Search, 1.0565, 31.25000
QS-Det, 7.9405, 15.62500
QS-Det_Chanas, 3.0265, 15.62500
QS-Det_Local-Search, 1.0565, 15.62500
IS, 24.2465, 0.00000
IS_Chanas, 1.0565, 15.62500
IS_Local-Search, 1.0565, 0.00000
Opt, 1.0565, 421.87500
