ALGORITHM, DISTANCE, TIME
FootRule+, 10.165, 0.00000
FootRule+_Chanas, 10.15, 0.00000
FootRule+_Local-Search, 10.15, 0.00000
RandomSort, 10.355, 0.00000
RandomSort_Chanas, 10.215, 0.00000
RandomSort_Local-Search, 10.155, 0.00000
Borda+, 11.14, 0.00000
Borda+_Chanas, 10.455, 0.00000
Borda+_Local-Search, 10.155, 0.00000
Score-Then-Borda+, 11.14, 0.00000
Score-Then-Borda+_Chanas, 10.455, 0.00000
Score-Then-Borda+_Local-Search, 10.155, 0.00000
Relaxed-Linear-Program, 10.15, 390.62500
Relaxed-Linear-Program_Chanas, 10.15, 406.25000
Relaxed-Linear-Program_Local-Search, 10.15, 406.25000
Local-Search, 10.15, 15.62500
Local-Search_Chanas, 10.15, 31.25000
Chanas, 10.72, 15.62500
Chanas_Local-Search, 10.155, 31.25000
Copeland, 14.77, 15.62500
Copeland_Chanas, 10.155, 15.62500
Copeland_Local-Search, 10.15, 31.25000
QS-Rand, 13.75, 0.00000
QS-Rand_Chanas, 10.385, 0.00000
QS-Rand_Local-Search, 10.15, 0.00000
QS-Det, 13.4, 0.00000
QS-Det_Chanas, 10.905, 0.00000
QS-Det_Local-Search, 10.15, 0.00000
IS, 14.765, 0.00000
IS_Chanas, 10.16, 0.00000
IS_Local-Search, 10.15, 15.62500
Opt, 10.15, 406.25000
