ALGORITHM, DISTANCE, TIME
FootRule+, 575.8862, 203.12500
FootRule+_Chanas, 573.5556, 4531.25000
FootRule+_Local-Search, 570.7058, 5312.50000
RandomSort, 594.6246, 250.00000
RandomSort_Chanas, 577.5392, 4921.87500
RandomSort_Local-Search, 570.8236, 4875.00000
Borda+, 574.9144, 359.37500
Borda+_Chanas, 573.608, 4718.75000
Borda+_Local-Search, 570.738, 4921.87500
Score-Then-Borda+, 574.9144, 531.25000
Score-Then-Borda+_Chanas, 573.608, 4890.62500
Score-Then-Borda+_Local-Search, 570.7248, 5109.37500
Relaxed-Linear-Program, 570.9664, 24281.25000
Relaxed-Linear-Program_Chanas, 570.832, 28515.62500
Relaxed-Linear-Program_Local-Search, 570.7186, 28796.87500
Local-Search, 570.7442, 4765.62500
Local-Search_Chanas, 570.7442, 9375.00000
Chanas, 578.2506, 4203.12500
Chanas_Local-Search, 570.7452, 8781.25000
Copeland, 617.4308, 4281.25000
Copeland_Chanas, 572.347, 8515.62500
Copeland_Local-Search, 570.7524, 8968.75000
QS-Rand, 609.136, 4171.87500
QS-Rand_Chanas, 576.874, 8828.12500
QS-Rand_Local-Search, 570.7398, 8812.50000
QS-Det, 602.5864, 4265.62500
QS-Det_Chanas, 575.3484, 8562.50000
QS-Det_Local-Search, 570.7544, 9265.62500
IS, 614.165, 4265.62500
IS_Chanas, 574.0884, 8593.75000
IS_Local-Search, 570.7368, 8906.25000
Opt, 570.7366, 21781.25000
