ALGORITHM, DISTANCE, TIME
FootRule+, 2.3, 0.00000
FootRule+_Local-Search, 2.296, 15.62500
FootRule+_Chanas, 2.2975, 0.00000
RandomSort, 2.3085, 0.00000
RandomSort_Local-Search, 2.296, 15.62500
RandomSort_Chanas, 2.3035, 0.00000
Borda+, 2.345, 0.00000
Borda+_Local-Search, 2.296, 0.00000
Borda+_Chanas, 2.3135, 0.00000
Score-Then-Borda+, 2.345, 0.00000
Score-Then-Borda+_Local-Search, 2.296, 0.00000
Score-Then-Borda+_Chanas, 2.3135, 15.62500
Relaxed-Linear-Program, 2.296, 15.62500
Relaxed-Linear-Program_Local-Search, 2.296, 15.62500
Relaxed-Linear-Program_Chanas, 2.296, 15.62500
Local-Search, 2.296, 0.00000
Local-Search_Chanas, 2.296, 0.00000
Chanas, 2.2975, 0.00000
Chanas_Local-Search, 2.296, 0.00000
Copeland, 2.4015, 0.00000
Copeland_Local-Search, 2.296, 0.00000
Copeland_Chanas, 2.2975, 0.00000
QS-Rand, 2.4005, 15.62500
QS-Rand_Local-Search, 2.296, 15.62500
QS-Rand_Chanas, 2.2975, 15.62500
QS-Det, 2.4015, 0.00000
QS-Det_Local-Search, 2.296, 0.00000
QS-Det_Chanas, 2.2975, 0.00000
IS, 2.403, 0.00000
IS_Local-Search, 2.296, 15.62500
IS_Chanas, 2.316, 0.00000
Opt, 2.296, 15.62500
