ALGORITHM, DISTANCE, TIME
FootRule+, 23.83, 15.62500
FootRule+_Chanas, 23.82625, 62.50000
FootRule+_Local-Search, 23.82625, 109.37500
RandomSort, 25.5775, 31.25000
RandomSort_Chanas, 24.56875, 93.75000
RandomSort_Local-Search, 23.82625, 125.00000
Borda+, 36.04125, 0.00000
Borda+_Chanas, 26.74875, 46.87500
Borda+_Local-Search, 23.82625, 156.25000
Score-Then-Borda+, 25.8325, 0.00000
Score-Then-Borda+_Chanas, 24.80625, 62.50000
Score-Then-Borda+_Local-Search, 23.82625, 93.75000
Relaxed-Linear-Program, 23.82625, 3515.62500
Relaxed-Linear-Program_Chanas, 23.82625, 3562.50000
Relaxed-Linear-Program_Local-Search, 23.82625, 3562.50000
Local-Search, 23.82625, 125.00000
Local-Search_Chanas, 23.82625, 187.50000
Chanas, 26.7375, 46.87500
Chanas_Local-Search, 23.82625, 140.62500
Copeland, 63.61125, 46.87500
Copeland_Chanas, 23.82875, 93.75000
Copeland_Local-Search, 23.82625, 171.87500
QS-Rand, 52.4875, 15.62500
QS-Rand_Chanas, 30.74375, 62.50000
QS-Rand_Local-Search, 23.82625, 171.87500
QS-Det, 36.81875, 46.87500
QS-Det_Chanas, 30.55375, 93.75000
QS-Det_Local-Search, 23.82625, 187.50000
IS, 63.6125, 46.87500
IS_Chanas, 23.8275, 93.75000
IS_Local-Search, 23.82625, 187.50000
Opt, 23.82625, 3531.25000
