ALGORITHM, DISTANCE, TIME
FootRule+, 38.395, 0.00000
FootRule+_Chanas, 38.33625, 46.87500
FootRule+_Local-Search, 38.32875, 93.75000
RandomSort, 40.11625, 15.62500
RandomSort_Chanas, 39.055, 62.50000
RandomSort_Local-Search, 38.32875, 125.00000
Borda+, 40.85125, 0.00000
Borda+_Chanas, 39.11375, 46.87500
Borda+_Local-Search, 38.32875, 125.00000
Score-Then-Borda+, 40.1125, 15.62500
Score-Then-Borda+_Chanas, 38.865, 78.12500
Score-Then-Borda+_Local-Search, 38.32875, 140.62500
Relaxed-Linear-Program, 38.32875, 3765.62500
Relaxed-Linear-Program_Chanas, 38.32875, 3828.12500
Relaxed-Linear-Program_Local-Search, 38.32875, 3828.12500
Local-Search, 38.33, 140.62500
Local-Search_Chanas, 38.33, 218.75000
Chanas, 39.84625, 46.87500
Chanas_Local-Search, 38.33, 203.12500
Copeland, 49.08375, 46.87500
Copeland_Chanas, 38.35625, 93.75000
Copeland_Local-Search, 38.33, 187.50000
QS-Rand, 46.11125, 46.87500
QS-Rand_Chanas, 39.37375, 93.75000
QS-Rand_Local-Search, 38.32875, 156.25000
QS-Det, 46.3775, 46.87500
QS-Det_Chanas, 40.25125, 93.75000
QS-Det_Local-Search, 38.32875, 171.87500
IS, 49.03125, 31.25000
IS_Chanas, 38.40875, 62.50000
IS_Local-Search, 38.33, 156.25000
Opt, 38.32875, 3609.37500
