ALGORITHM, DISTANCE, TIME
FootRule+, 135.60625, 62.50000
FootRule+_Local-Search, 135.285, 828.12500
FootRule+_Chanas, 135.48375, 328.12500
RandomSort, 150.24875, 31.25000
RandomSort_Local-Search, 135.285, 1000.00000
RandomSort_Chanas, 140.88, 250.00000
Borda+, 154.1325, 0.00000
Borda+_Local-Search, 135.28125, 1015.62500
Borda+_Chanas, 141.5275, 218.75000
Score-Then-Borda+, 145.2625, 15.62500
Score-Then-Borda+_Local-Search, 135.28125, 953.12500
Score-Then-Borda+_Chanas, 138.9025, 250.00000
Relaxed-Linear-Program, 135.28125, 34859.37500
Relaxed-Linear-Program_Local-Search, 135.28125, 35078.12500
Relaxed-Linear-Program_Chanas, 135.28125, 35125.00000
Local-Search, 135.29125, 937.50000
Local-Search_Chanas, 135.29125, 1187.50000
Chanas, 145.1825, 250.00000
Chanas_Local-Search, 135.28125, 1093.75000
Copeland, 201.60625, 171.87500
Copeland_Local-Search, 135.285, 1015.62500
Copeland_Chanas, 135.5025, 390.62500
QS-Rand, 185.9775, 171.87500
QS-Rand_Local-Search, 135.28375, 1281.25000
QS-Rand_Chanas, 149.6675, 343.75000
QS-Det, 171.3975, 171.87500
QS-Det_Local-Search, 135.285, 1109.37500
QS-Det_Chanas, 151.5525, 375.00000
IS, 201.30625, 156.25000
IS_Local-Search, 135.285, 1281.25000
IS_Chanas, 135.8025, 328.12500
Opt, 135.28125, 30156.25000
