ALGORITHM, DISTANCE, TIME
FootRule+, 1.1082, 0.00000
FootRule+_Chanas, 1.1082, 15.62500
FootRule+_Local-Search, 1.1082, 0.00000
RandomSort, 1.1154, 15.62500
RandomSort_Chanas, 1.1082, 31.25000
RandomSort_Local-Search, 1.1082, 31.25000
Borda+, 1.9956, 0.00000
Borda+_Chanas, 1.5234, 15.62500
Borda+_Local-Search, 1.1082, 15.62500
Score-Then-Borda+, 1.1082, 0.00000
Score-Then-Borda+_Chanas, 1.1082, 15.62500
Score-Then-Borda+_Local-Search, 1.1082, 15.62500
Relaxed-Linear-Program, 1.1082, 421.87500
Relaxed-Linear-Program_Chanas, 1.1082, 437.50000
Relaxed-Linear-Program_Local-Search, 1.1082, 437.50000
Local-Search, 1.1082, 31.25000
Local-Search_Chanas, 1.1082, 46.87500
Chanas, 2.0138, 15.62500
Chanas_Local-Search, 1.1082, 31.25000
Copeland, 24.5792, 15.62500
Copeland_Chanas, 1.1082, 31.25000
Copeland_Local-Search, 1.1082, 31.25000
QS-Rand, 8.181, 0.00000
QS-Rand_Chanas, 2.956, 15.62500
QS-Rand_Local-Search, 1.1082, 15.62500
QS-Det, 6.089, 0.00000
QS-Det_Chanas, 2.782, 15.62500
QS-Det_Local-Search, 1.1082, 15.62500
IS, 24.5792, 15.62500
IS_Chanas, 1.1082, 31.25000
IS_Local-Search, 1.1082, 31.25000
Opt, 1.1082, 421.87500
