ALGORITHM, DISTANCE, TIME
FootRule+, 5.730936269063731, 10.31444
Borda+, 5.732047267952732, 19.09165
Score-Then-Borda+, 5.732047267952732, 28.88073
RandomSort, 6.323805676194324, 96.29304
Local-Search, 5.723967276032724, 39.82873
Linear-Programming-Relaxation, 5.723967276032724, 48.56968
Copeland, 10.354105645894354, 38.27480
OPTIMAL, 5.723967276032724, 48.07876
