ALGORITHM, DISTANCE, TIME
FootRule+, 30.66, 0.00000
FootRule+_Local-Search, 30.48, 62.50000
FootRule+_Chanas, 30.56, 31.25000
RandomSort, 33.115, 15.62500
RandomSort_Local-Search, 30.48, 78.12500
RandomSort_Chanas, 31.885, 31.25000
Borda+, 36.945, 0.00000
Borda+_Local-Search, 30.48, 125.00000
Borda+_Chanas, 33.0, 15.62500
Score-Then-Borda+, 32.47, 0.00000
Score-Then-Borda+_Local-Search, 30.48, 93.75000
Score-Then-Borda+_Chanas, 31.145, 31.25000
Relaxed-Linear-Program, 30.48, 3593.75000
Relaxed-Linear-Program_Local-Search, 30.48, 3609.37500
Relaxed-Linear-Program_Chanas, 30.48, 3625.00000
Local-Search, 30.48, 78.12500
Local-Search_Chanas, 30.48, 93.75000
Chanas, 33.165, 15.62500
Chanas_Local-Search, 30.48, 93.75000
Copeland, 56.385, 15.62500
Copeland_Local-Search, 30.48, 78.12500
Copeland_Chanas, 30.545, 15.62500
QS-Rand, 48.32, 0.00000
QS-Rand_Local-Search, 30.48, 93.75000
QS-Rand_Chanas, 32.36, 15.62500
QS-Det, 46.075, 0.00000
QS-Det_Local-Search, 30.48, 93.75000
QS-Det_Chanas, 34.535, 15.62500
IS, 56.335, 0.00000
IS_Local-Search, 30.48, 93.75000
IS_Chanas, 30.595, 15.62500
Opt, 30.48, 3484.37500
