ALGORITHM, DISTANCE, TIME
FootRule+, 15.9018, 31.25000
FootRule+_Chanas, 15.8326, 156.25000
FootRule+_Local-Search, 15.8272, 156.25000
RandomSort, 16.184, 171.87500
RandomSort_Chanas, 15.8544, 281.25000
RandomSort_Local-Search, 15.8274, 265.62500
Borda+, 15.9524, 46.87500
Borda+_Chanas, 15.8694, 140.62500
Borda+_Local-Search, 15.8272, 156.25000
Score-Then-Borda+, 15.9524, 46.87500
Score-Then-Borda+_Chanas, 15.8694, 140.62500
Score-Then-Borda+_Local-Search, 15.8272, 140.62500
Relaxed-Linear-Program, 15.8272, 203.12500
Relaxed-Linear-Program_Chanas, 15.8272, 296.87500
Relaxed-Linear-Program_Local-Search, 15.8272, 312.50000
Local-Search, 15.8274, 93.75000
Local-Search_Chanas, 15.8274, 187.50000
Chanas, 15.8962, 109.37500
Chanas_Local-Search, 15.8272, 234.37500
Copeland, 16.6014, 109.37500
Copeland_Chanas, 15.8594, 218.75000
Copeland_Local-Search, 15.8284, 203.12500
QS-Rand, 16.5492, 93.75000
QS-Rand_Chanas, 15.8648, 203.12500
QS-Rand_Local-Search, 15.8272, 203.12500
QS-Det, 16.5198, 125.00000
QS-Det_Chanas, 15.9042, 250.00000
QS-Det_Local-Search, 15.8272, 218.75000
IS, 16.5794, 93.75000
IS_Chanas, 15.8814, 187.50000
IS_Local-Search, 15.8274, 187.50000
Opt, 15.8272, 203.12500
