ALGORITHM, DISTANCE, TIME
FootRule+, 32.9, 15.62500
FootRule+_Chanas, 32.66, 78.12500
FootRule+_Local-Search, 32.62, 203.12500
RandomSort, 40.465, 15.62500
RandomSort_Chanas, 34.715, 78.12500
RandomSort_Local-Search, 32.62, 203.12500
Borda+, 60.745, 0.00000
Borda+_Chanas, 39.87, 62.50000
Borda+_Local-Search, 32.62, 234.37500
Score-Then-Borda+, 34.98, 0.00000
Score-Then-Borda+_Chanas, 34.025, 62.50000
Score-Then-Borda+_Local-Search, 32.62, 203.12500
Relaxed-Linear-Program, 32.62, 13671.87500
Relaxed-Linear-Program_Chanas, 32.62, 13734.37500
Relaxed-Linear-Program_Local-Search, 32.62, 13718.75000
Local-Search, 32.62, 312.50000
Local-Search_Chanas, 32.62, 375.00000
Chanas, 43.32, 31.25000
Chanas_Local-Search, 32.62, 296.87500
Copeland, 143.755, 15.62500
Copeland_Chanas, 32.715, 31.25000
Copeland_Local-Search, 32.62, 250.00000
QS-Rand, 135.96, 31.25000
QS-Rand_Chanas, 38.0, 46.87500
QS-Rand_Local-Search, 32.62, 265.62500
QS-Det, 88.8, 15.62500
QS-Det_Chanas, 49.955, 62.50000
QS-Det_Local-Search, 32.62, 421.87500
IS, 143.82, 15.62500
IS_Chanas, 32.65, 46.87500
IS_Local-Search, 32.62, 375.00000
Opt, 32.62, 11906.25000
