ALGORITHM, DISTANCE, TIME
FootRule+, 550.0254, 265.62500
FootRule+_Chanas, 548.9988, 4562.50000
FootRule+_Local-Search, 546.8758, 4906.25000
RandomSort, 598.8286, 218.75000
RandomSort_Chanas, 558.0126, 4468.75000
RandomSort_Local-Search, 546.9032, 4984.37500
Borda+, 548.8266, 343.75000
Borda+_Chanas, 548.0044, 4609.37500
Borda+_Local-Search, 546.9032, 4921.87500
Score-Then-Borda+, 548.8266, 531.25000
Score-Then-Borda+_Chanas, 548.0044, 4796.87500
Score-Then-Borda+_Local-Search, 546.9032, 5140.62500
Relaxed-Linear-Program, 546.8744, 23265.62500
Relaxed-Linear-Program_Chanas, 546.8744, 28171.87500
Relaxed-Linear-Program_Local-Search, 546.8744, 27578.12500
Local-Search, 546.8758, 4703.12500
Local-Search_Chanas, 546.8758, 8968.75000
Chanas, 559.207, 4250.00000
Chanas_Local-Search, 546.9018, 9062.50000
Copeland, 642.2316, 4156.25000
Copeland_Chanas, 547.7288, 8453.12500
Copeland_Local-Search, 546.8758, 9437.50000
QS-Rand, 628.3964, 4281.25000
QS-Rand_Chanas, 554.6096, 8562.50000
QS-Rand_Local-Search, 546.9032, 9078.12500
QS-Det, 626.2866, 4328.12500
QS-Det_Chanas, 555.3936, 8593.75000
QS-Det_Local-Search, 546.8758, 9062.50000
IS, 641.6116, 4265.62500
IS_Chanas, 548.0448, 8515.62500
IS_Local-Search, 546.9032, 8843.75000
Opt, 546.8744, 20937.50000
