ALGORITHM, DISTANCE, TIME
FootRule+, 136.6134, 109.37500
FootRule+_Chanas, 136.544, 1531.25000
FootRule+_Local-Search, 136.5282, 1843.75000
RandomSort, 184.7942, 218.75000
RandomSort_Chanas, 151.2916, 1625.00000
RandomSort_Local-Search, 136.5282, 1687.50000
Borda+, 136.5282, 187.50000
Borda+_Chanas, 136.5282, 1625.00000
Borda+_Local-Search, 136.5282, 1578.12500
Score-Then-Borda+, 136.5396, 281.25000
Score-Then-Borda+_Chanas, 136.5282, 1687.50000
Score-Then-Borda+_Local-Search, 136.5282, 1734.37500
Relaxed-Linear-Program, 136.5282, 4765.62500
Relaxed-Linear-Program_Chanas, 136.5282, 6187.50000
Relaxed-Linear-Program_Local-Search, 136.5282, 6156.25000
Local-Search, 136.5282, 1484.37500
Local-Search_Chanas, 136.5282, 2890.62500
Chanas, 151.3894, 1390.62500
Chanas_Local-Search, 136.5282, 2890.62500
Copeland, 281.33, 1437.50000
Copeland_Chanas, 136.5282, 2828.12500
Copeland_Local-Search, 136.5282, 2906.25000
QS-Rand, 269.1176, 1406.25000
QS-Rand_Chanas, 148.096, 2796.87500
QS-Rand_Local-Search, 136.5282, 2890.62500
QS-Det, 228.8174, 1406.25000
QS-Det_Chanas, 161.842, 3203.12500
QS-Det_Local-Search, 136.5282, 2875.00000
IS, 281.33, 1375.00000
IS_Chanas, 136.5282, 2796.87500
IS_Local-Search, 136.5282, 2875.00000
Opt, 136.5282, 4734.37500
