ALGORITHM, DISTANCE, TIME
FootRule+, 75.65375, 15.62500
FootRule+_Chanas, 75.5975, 156.25000
FootRule+_Local-Search, 75.515, 281.25000
RandomSort, 80.59875, 31.25000
RandomSort_Chanas, 78.02125, 187.50000
RandomSort_Local-Search, 75.51125, 515.62500
Borda+, 85.58625, 0.00000
Borda+_Chanas, 79.95875, 109.37500
Borda+_Local-Search, 75.5175, 343.75000
Score-Then-Borda+, 79.05125, 0.00000
Score-Then-Borda+_Chanas, 77.2475, 109.37500
Score-Then-Borda+_Local-Search, 75.51125, 390.62500
Relaxed-Linear-Program, 75.50875, 13750.00000
Relaxed-Linear-Program_Chanas, 75.50875, 13890.62500
Relaxed-Linear-Program_Local-Search, 75.50875, 13875.00000
Local-Search, 75.51125, 421.87500
Local-Search_Chanas, 75.51125, 562.50000
Chanas, 81.65875, 109.37500
Chanas_Local-Search, 75.51, 531.25000
Copeland, 112.79, 93.75000
Copeland_Chanas, 75.605, 203.12500
Copeland_Local-Search, 75.51625, 515.62500
QS-Rand, 107.71, 93.75000
QS-Rand_Chanas, 79.67, 187.50000
QS-Rand_Local-Search, 75.515, 484.37500
QS-Det, 100.54125, 93.75000
QS-Det_Chanas, 82.77375, 203.12500
QS-Det_Local-Search, 75.51625, 515.62500
IS, 112.62125, 93.75000
IS_Chanas, 75.77375, 187.50000
IS_Local-Search, 75.52625, 484.37500
Opt, 75.50875, 12171.87500
