ALGORITHM, DISTANCE, TIME
FootRule+, 0.6724, 0.00000
FootRule+_Local-Search, 0.6724, 0.00000
FootRule+_Chanas, 0.6724, 0.00000
RandomSort, 0.6724, 0.00000
RandomSort_Local-Search, 0.6724, 0.00000
RandomSort_Chanas, 0.6724, 0.00000
Borda+, 0.6724, 0.00000
Borda+_Local-Search, 0.6724, 0.00000
Borda+_Chanas, 0.6724, 0.00000
Score-Then-Borda+, 0.6724, 0.00000
Score-Then-Borda+_Local-Search, 0.6724, 0.00000
Score-Then-Borda+_Chanas, 0.6724, 0.00000
Relaxed-Linear-Program, 0.6724, 15.62500
Relaxed-Linear-Program_Local-Search, 0.6724, 15.62500
Relaxed-Linear-Program_Chanas, 0.6724, 15.62500
Local-Search, 0.6724, 0.00000
Local-Search_Chanas, 0.6724, 0.00000
Chanas, 0.6724, 0.00000
Chanas_Local-Search, 0.6724, 0.00000
Copeland, 4.1016, 0.00000
Copeland_Local-Search, 0.6724, 0.00000
Copeland_Chanas, 0.6724, 15.62500
QS-Rand, 3.025, 0.00000
QS-Rand_Local-Search, 0.6724, 0.00000
QS-Rand_Chanas, 1.1054, 0.00000
QS-Det, 1.5244, 0.00000
QS-Det_Local-Search, 0.6724, 0.00000
QS-Det_Chanas, 1.1054, 0.00000
IS, 4.1016, 0.00000
IS_Local-Search, 0.6724, 0.00000
IS_Chanas, 0.6724, 0.00000
Opt, 0.6724, 15.62500
